Device,Test Name,Test Status,Message(s),Test description,Test category
c3-leaf5,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
c3-leaf5,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
c3-leaf5,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
c3-leaf5,VerifyPortChannels,success,,Verifies there are no inactive ports in port channels.,Interfaces
c3-leaf5,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
c3-leaf5,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
c3-leaf5,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
c3-leaf5,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
c3-leaf5,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
c3-leaf5,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
c3-leaf5,VerifyCoredump,success,,Verifies there are no core dump files.,System
c3-leaf5,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
c3-leaf5,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
c3-leaf5,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
c3-leaf5,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
c3-leaf5,VerifyVxlanConfigSanity,success,,Verifies there are no VXLAN config-sanity inconsistencies.,VXLAN
c3-leaf6,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
c3-leaf6,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
c3-leaf6,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
c3-leaf6,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
c3-leaf6,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
c3-leaf6,VerifyIllegalLACP,success,,Verifies there are no illegal LACP packets in port channels.,Interfaces
c3-leaf6,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
c3-leaf6,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
c3-leaf6,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
c3-leaf6,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
c3-leaf6,VerifyMlagConfigSanity,success,,Verifies there are no MLAG config-sanity inconsistencies.,MLAG
c3-leaf6,VerifyMlagInterfaces,success,,Verifies there are no inactive or active-partial MLAG ports.,MLAG
c3-leaf6,VerifyMlagStatus,success,,Verifies the health status of the MLAG configuration.,MLAG
c3-leaf6,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
c3-leaf6,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
c3-leaf6,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
c3-leaf6,VerifyCoredump,success,,Verifies there are no core dump files.,System
c3-leaf6,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
c3-leaf6,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
c3-leaf6,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
c3-leaf6,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
c3-leaf6,VerifyVxlanConfigSanity,success,,Verifies there are no VXLAN config-sanity inconsistencies.,VXLAN
c3-spine1,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
c3-spine1,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
c3-spine1,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
c3-spine1,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
c3-spine1,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
c3-spine1,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
c3-spine1,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
c3-spine1,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
c3-spine1,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
c3-spine1,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
c3-spine1,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
c3-spine1,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
c3-spine1,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
c3-spine1,VerifyCoredump,success,,Verifies there are no core dump files.,System
c3-spine1,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
c3-spine1,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
c3-spine1,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
c3-spine1,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
c3-spine2,VerifyBGPPeerSession,success,,Verifies the session state of BGP peers.,BGP
c3-spine2,VerifyRunningConfigDiffs,success,,Verifies there is no difference between the running-config and the startup-config.,Configuration
c3-spine2,VerifyZeroTouch,success,,Verifies ZeroTouch is disabled.,Configuration
c3-spine2,VerifyLLDPNeighbors,success,,Verifies the connection status of the specified LLDP (Link Layer Discovery Protocol) neighbors.,Connectivity
c3-spine2,VerifyReachability,success,,Verifies point-to-point reachability between Ethernet interfaces.,Connectivity
c3-spine2,VerifyInterfaceDiscards,success,,Verifies that the interfaces packet discard counters are equal to zero.,Interfaces
c3-spine2,VerifyInterfaceErrDisabled,success,,Verifies there are no interfaces in the errdisabled state.,Interfaces
c3-spine2,VerifyInterfaceErrors,success,,Verifies that the interfaces error counters are equal to zero.,Interfaces
c3-spine2,VerifyInterfaceUtilization,success,,Verifies that the utilization of interfaces is below a certain threshold.,Interfaces
c3-spine2,VerifyInterfacesStatus,success,,Verifies the operational states of specified interfaces to ensure they match expected configurations.,Interfaces
c3-spine2,VerifyRoutingProtocolModel,success,,Verifies the configured routing protocol model.,Routing
c3-spine2,VerifySTPCounters,success,,Verifies there is no errors in STP BPDU packets.,STP
c3-spine2,VerifyAgentLogs,success,,Verifies there are no agent crash reports.,System
c3-spine2,VerifyCoredump,success,,Verifies there are no core dump files.,System
c3-spine2,VerifyFileSystemUtilization,success,,Verifies that no partition is utilizing more than 75% of its disk space.,System
c3-spine2,VerifyMaintenance,success,,Verifies that the device is not currently under or entering maintenance.,System
c3-spine2,VerifyMemoryUtilization,success,,Verifies whether the memory utilization is below 75%.,System
c3-spine2,VerifyReloadCause,success,,Verifies the last reload cause of the device.,System
